5.180211024975731604e-01 2.293699534460812206e+00 6.584798942739755036e-09 2.151535835198254532e+00 -4.723213426550790897e-09 3.426911453913908723e+00 4.066669280736397774e+00 1.408264716912952963e+00 3.304224905750939949e-17 1.050544275809263234e-18 2.060914027121021785e+00 0.000000000000000000e+00 2.186755416090881532e+00
1.081076806319952954e+00 2.128832370602395496e+00 7.328661151754977982e-09 7.343609942090015830e-01 -2.882230569900005588e-09 1.239414507006334709e+00 3.896494214416316382e+00 -1.746888616799642246e-01 3.028494789330483868e-18 9.628757108542156840e-20 1.390185337998123272e+00 0.000000000000000000e+00 2.462758309980053184e+00
2.983912714311119263e+00 2.171881301103946615e+00 4.656597030976042551e-09 3.718875770444366458e-01 -3.757222181018757679e-10 2.890434133824794305e+00 4.463666727734277195e+00 1.509541698001611199e+00 -2.500063437479621432e-17 -7.948693994869759205e-19 1.357054366309486726e+00 0.000000000000000000e+00 3.233281414851111535e+00
1.157548595158558458e+00 2.892463449857277880e+00 6.833174435983159059e-09 1.790520896195720191e+00 -3.603998650886331416e-09 1.643768657167983926e+00 1.678932323123774717e+00 1.991035625560038991e+00 1.262702714177994116e-17 4.014634596980005241e-19 1.576372977097392214e+00 0.000000000000000000e+00 1.446500769339104320e+00
9.265583472160063838e-01 3.555784093233269161e+00 -8.590195108586717569e-09 1.182165451376607335e+00 4.086521927115732649e-09 2.036806853355798808e+00 2.716130863221295044e+00 9.111363982740293688e-01 1.582562916215759755e-18 5.031609909167579875e-20 2.158203219091175296e+00 0.000000000000000000e+00 3.005536364021093032e+00
1.597769006297039995e+00 1.983699111362740020e+00 8.188529662495156596e-09 5.940904806140123728e-01 -2.472534692107443561e-09 3.266666237688035768e+00 2.597077402780106237e+00 7.566182548583919587e-01 -8.562700751791386706e-18 -2.722421598556887387e-19 -2.921306032130890351e-01 0.000000000000000000e+00 7.967047352906732050e-01
2.039298104690554947e+00 2.199845970091295122e+00 -8.939158027008149025e-09 9.574795003164384699e-01 3.580991475695395968e-09 1.709422818898601371e+00 -3.798623134247947064e-03 2.283485267187941314e+00 -9.442107796092514531e-18 -3.002023212026742433e-19 2.169676929598939541e+00 0.000000000000000000e+00 8.061605664597986109e-01
6.284092529736110544e-01 2.055057682867217572e+00 6.242801299488328812e-09 1.353088606337520261e+00 -1.798663780628797221e-09 3.844361668436109714e+00 3.855594217483476083e+00 1.916226906708633493e+00 -1.843233788488539852e-17 -5.860371518521880014e-19 2.401284391457700451e+00 0.000000000000000000e+00 1.429001125971957942e+00
1.085580957767909194e+00 2.280555615167762173e+00 -1.356151149339501730e-09 9.271075638308875488e-01 2.886420219275062834e-09 5.064391543681338703e+00 1.510510093020479117e+00 1.737168996740874771e+00 5.887565477499288104e-18 1.871889218991557306e-19 9.227524670426641151e-01 0.000000000000000000e+00 2.142661816876088920e+00
2.560278582255520519e+00 7.783790289780330163e-01 7.832691426344394530e-09 6.918911532305107581e-01 -6.238611491506553197e-09 3.113997934948713908e+00 2.949937474699511952e+00 3.352432516857085876e+00 -1.660173520189198191e-17 -5.278351093266516196e-19 3.909164226833389488e+00 0.000000000000000000e+00 1.701672269498287093e+00
1.738955226747634919e+00 2.121114817015275822e+00 5.009735199432957796e-10 7.320863979018783496e-01 -5.995085730037754620e-10 2.896571949621116637e+00 4.257577973871857324e+00 1.687203034089059139e+00 8.155005681076927873e-19 2.592808087696923489e-20 1.558730840108901949e+00 0.000000000000000000e+00 2.065160290012860944e+00
2.440208636804801934e+00 1.802110001342694501e+00 -3.641843389073997685e-09 7.774341639155989414e-01 1.710559943473626568e-09 2.329045066458243163e+00 4.246592687548830014e+00 2.664673260125602461e+00 2.351133013445849383e-17 7.475186578589496681e-19 2.247998428802790549e+00 0.000000000000000000e+00 3.075351200902145976e+00
1.882919659895226472e+00 2.076292374261547113e+00 -6.739446625302817263e-09 1.515674745396314194e+00 3.650178305915423931e-09 2.813793130340273230e+00 3.759107321367145094e+00 2.118068759656356548e+00 3.400061258335819000e-18 1.081012220128264053e-19 2.635756496191733245e+00 0.000000000000000000e+00 2.140871622884801706e+00
1.467228638898952164e+00 2.108899579721772444e+00 -1.638650398576019996e-09 4.974113817533534765e-01 1.385364331028460039e-09 3.434310743702680746e+00 1.808563646920511525e+00 1.533103878197212833e+00 -6.136223617839125421e-17 -1.950949304284130052e-18 1.642819735882431686e+00 0.000000000000000000e+00 1.025044169177908859e+00
2.126390510960889380e+00 7.495231513899394127e-01 -1.159338771671738419e-08 4.918466456715048229e-01 6.202564216557950008e-09 4.912708905695863493e+00 1.044560571162797880e+00 2.174788168219705220e+00 -1.645113571727839104e-17 -5.230468182648977522e-19 1.554829739133025468e+00 0.000000000000000000e+00 1.058716518144971808e+00
2.546291387474687529e+00 1.518572879128148090e+00 3.246902248297471551e-09 1.428909812546493630e+00 -2.852742196598930789e-10 2.186662324495419085e+00 4.273722855856617819e+00 1.229217783830229838e+00 4.195328519689367575e-18 1.333863768027492767e-19 2.389976782613469464e+00 0.000000000000000000e+00 3.795876150802963700e+00
