1.969914078712463379e+00 1.757973670959472656e+00 0.000000000000000000e+00 1.424618363380432129e+00 0.000000000000000000e+00 1.181940436363220215e+00 7.875270843505859375e-01 2.951485395431518555e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.425272226333618164e+00 0.000000000000000000e+00 1.917178630828857422e+00
2.483220100402832031e+00 1.678629517555236816e+00 0.000000000000000000e+00 1.148508429527282715e+00 0.000000000000000000e+00 1.264523506164550781e+00 2.624278306961059570e+00 3.548449754714965820e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.435370445251464844e+00 0.000000000000000000e+00 2.042089462280273438e+00
1.335542082786560059e+00 1.152157664299011230e+00 0.000000000000000000e+00 1.665146708488464355e+00 0.000000000000000000e+00 1.378154873847961426e+00 2.424843758344650269e-01 2.744801759719848633e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.179646730422973633e+00 0.000000000000000000e+00 9.419633746147155762e-01
1.359570741653442383e+00 1.694249272346496582e+00 0.000000000000000000e+00 1.005149245262145996e+00 0.000000000000000000e+00 3.573560476303100586e+00 1.138605117797851562e+00 3.720591068267822266e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.605344772338867188e+00 0.000000000000000000e+00 1.249636173248291016e+00
1.403662204742431641e+00 1.343947529792785645e+00 0.000000000000000000e+00 6.207071542739868164e-01 0.000000000000000000e+00 4.741804897785186768e-01 4.263152182102203369e-01 2.686881065368652344e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.088205337524414062e+00 0.000000000000000000e+00 1.340077757835388184e+00
2.951632976531982422e+00 7.951287031173706055e-01 0.000000000000000000e+00 6.935284137725830078e-01 0.000000000000000000e+00 2.249995708465576172e+00 2.952103376388549805e+00 4.157696247100830078e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.947618007659912109e+00 0.000000000000000000e+00 2.833399772644042969e+00
1.752084940671920776e-01 1.642251849174499512e+00 0.000000000000000000e+00 1.029649138450622559e+00 0.000000000000000000e+00 3.699503660202026367e+00 6.663884520530700684e-01 2.816219091415405273e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.756180524826049805e+00 0.000000000000000000e+00 1.669739484786987305e+00
2.012730598449707031e+00 5.735966563224792480e-01 0.000000000000000000e+00 1.112731575965881348e+00 0.000000000000000000e+00 1.803601026535034180e+00 6.230067610740661621e-01 3.098815679550170898e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.272700071334838867e+00 0.000000000000000000e+00 1.638682126998901367e+00
1.748952031135559082e+00 1.817038416862487793e+00 0.000000000000000000e+00 1.513794064521789551e+00 0.000000000000000000e+00 8.204745650291442871e-01 2.831464529037475586e+00 3.579079151153564453e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.648145437240600586e+00 0.000000000000000000e+00 2.241559505462646484e+00
1.384230852127075195e+00 7.802518606185913086e-01 0.000000000000000000e+00 1.201712489128112793e+00 0.000000000000000000e+00 1.805440187454223633e+00 1.364234536886215210e-01 2.702782392501831055e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.780944943428039551e+00 0.000000000000000000e+00 1.354557633399963379e+00
1.264485001564025879e+00 2.361701250076293945e+00 0.000000000000000000e+00 1.011438012123107910e+00 0.000000000000000000e+00 4.402788639068603516e+00 6.646595597267150879e-01 3.267470598220825195e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.108039140701293945e+00 0.000000000000000000e+00 2.370873451232910156e+00
1.268554806709289551e+00 2.027524709701538086e+00 0.000000000000000000e+00 1.259282946586608887e+00 0.000000000000000000e+00 4.475674152374267578e+00 1.737813711166381836e+00 1.762019991874694824e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.860684156417846680e-01 0.000000000000000000e+00 1.049187421798706055e+00
1.500674724578857422e+00 2.485424280166625977e+00 0.000000000000000000e+00 1.744463682174682617e+00 0.000000000000000000e+00 4.661272764205932617e-01 2.991419553756713867e+00 1.556212544441223145e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.095778703689575195e+00 0.000000000000000000e+00 8.319661617279052734e-01
1.428764581680297852e+00 1.829277157783508301e+00 0.000000000000000000e+00 1.771520972251892090e+00 0.000000000000000000e+00 3.912286758422851562e+00 2.758355855941772461e+00 1.648192167282104492e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.055445969104766846e-01 0.000000000000000000e+00 1.717857599258422852e+00
1.497622728347778320e+00 1.689600586891174316e+00 0.000000000000000000e+00 1.619908452033996582e+00 0.000000000000000000e+00 9.562984108924865723e-01 3.790340900421142578e+00 1.817873239517211914e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950539112091064453e+00 0.000000000000000000e+00 2.871365070343017578e+00
5.391755104064941406e-01 2.691586256027221680e+00 0.000000000000000000e+00 1.009155750274658203e+00 0.000000000000000000e+00 5.460706233978271484e+00 3.247139215469360352e+00 3.036980390548706055e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.177618026733398438e+00 0.000000000000000000e+00 2.518510341644287109e+00
2.031747341156005859e+00 2.575765371322631836e+00 0.000000000000000000e+00 1.440896391868591309e+00 0.000000000000000000e+00 5.889437794685363770e-01 1.460424661636352539e+00 1.951597690582275391e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.699454784393310547e+00 0.000000000000000000e+00 1.020420074462890625e+00
